president,startdate,enddate,,approve,disapprove,unsure
Barack Obama,2/19/11,2/21/11,,46,45,9
Barack Obama,2/18/11,2/20/11,,48,43,9
Barack Obama,2/17/11,2/19/11,,48,44,8
Barack Obama,2/16/11,2/18/11,,51,42,7
Barack Obama,2/15/11,2/17/11,,49,43,8
Barack Obama,2/14/11,2/16/11,,48,43,9
Barack Obama,2/13/11,2/15/11,,46,46,8
Barack Obama,2/12/11,2/14/11,,48,44,8
Barack Obama,2/11/11,2/13/11,,49,43,8
Barack Obama,2/10/11,2/12/11,,49,42,9
Barack Obama,2/9/11,2/11/11,,48,44,8
Barack Obama,2/8/11,2/10/11,,47,44,9
Barack Obama,2/7/11,2/9/11,,48,44,8
Barack Obama,2/5/11,2/8/11,,47,44,9
Barack Obama,2/4/11,2/7/11,,46,45,9
Barack Obama,2/3/11,2/5/11,,46,45,9
Barack Obama,2/2/11,2/4/11,,45,47,8
Barack Obama,2/1/11,2/3/11,,46,46,8
Barack Obama,1/31/11,2/2/11,,48,45,7
Barack Obama,1/30/11,2/1/11,,50,42,8
Barack Obama,1/29/11,1/31/11,,50,41,9
Barack Obama,1/28/11,1/30/11,,50,42,8
Barack Obama,1/27/11,1/29/11,,50,41,9
Barack Obama,1/26/11,1/28/11,,50,41,9
Barack Obama,1/25/11,1/27/11,,49,41,10
Barack Obama,1/24/11,1/26/11,,49,42,9
Barack Obama,1/23/11,1/25/11,,49,43,8
Barack Obama,1/22/11,1/24/11,,50,42,8
Barack Obama,1/21/11,1/23/11,,50,42,8
Barack Obama,1/20/11,1/22/11,,49,42,9
Barack Obama,1/19/11,1/21/11,,51,41,8
Barack Obama,1/18/11,1/20/11,,50,42,8
Barack Obama,1/17/11,1/19/11,,51,42,7
Barack Obama,1/16/11,1/18/11,,49,43,8
Barack Obama,1/15/11,1/17/11,,50,42,8
Barack Obama,1/14/11,1/16/11,,48,42,10
Barack Obama,1/13/11,1/15/11,,49,42,9
Barack Obama,1/12/11,1/14/11,,49,43,8
Barack Obama,1/11/11,1/13/11,,49,43,8
Barack Obama,1/9/11,1/12/11,,48,45,7
Barack Obama,1/8/11,1/11/11,,48,44,8
Barack Obama,1/7/11,1/9/11,,49,43,8
Barack Obama,1/6/11,1/8/11,,48,43,9
Barack Obama,1/5/11,1/7/11,,48,46,6
Barack Obama,1/4/11,1/6/11,,46,48,6
Barack Obama,1/3/11,1/5/11,,48,46,6
Barack Obama,1/2/11,1/4/11,,49,45,6
Barack Obama,12/29/10,1/3/11,,50,43,7
Barack Obama,12/28/10,1/2/11,,50,42,8
Barack Obama,12/27/10,12/29/10,,47,45,8
Barack Obama,12/26/10,12/28/10,,47,46,7
Barack Obama,12/23/10,12/27/10,,45,48,7
Barack Obama,12/22/10,12/26/10,,46,46,8
Barack Obama,12/21/10,12/23/10,,48,45,7
Barack Obama,12/20/10,12/22/10,,49,45,6
Barack Obama,12/18/10,12/20/10,,46,48,6
Barack Obama,12/17/10,12/19/10,,46,45,9
Barack Obama,12/16/10,12/18/10,,46,46,8
Barack Obama,12/15/10,12/17/10,,46,45,9
Barack Obama,12/14/10,12/16/10,,45,48,7
Barack Obama,12/13/10,12/15/10,,45,46,9
Barack Obama,12/12/10,12/14/10,,45,47,8
Barack Obama,12/11/10,12/13/10,,46,45,9
Barack Obama,12/10/10,12/12/10,,45,49,6
Barack Obama,12/9/10,12/11/10,,46,47,7
Barack Obama,12/7/10,12/10/10,,43,49,8
Barack Obama,12/6/10,12/9/10,,45,47,8
Barack Obama,12/5/10,12/7/10,,43,48,9
Barack Obama,12/4/10,12/6/10,,46,47,7
Barack Obama,12/3/10,12/5/10,,47,45,8
Barack Obama,12/2/10,12/4/10,,48,43,9
Barack Obama,12/1/10,12/3/10,,47,44,9
Barack Obama,11/29/10,12/2/10,,45,47,8
Barack Obama,11/28/10,12/1/10,,45,47,8
Barack Obama,11/27/10,11/29/10,,47,45,8
Barack Obama,11/26/10,11/28/10,,46,46,8
Barack Obama,11/24/10,11/27/10,,45,47,8
Barack Obama,11/23/10,11/26/10,,44,48,8
Barack Obama,11/22/10,11/24/10,,44,48,8
Barack Obama,11/21/10,11/23/10,,44,47,9
Barack Obama,11/20/10,11/22/10,,46,46,8
Barack Obama,11/19/10,11/21/10,,47,46,7
Barack Obama,11/17/10,11/20/10,,46,47,7
Barack Obama,11/16/10,11/19/10,,45,48,7
Barack Obama,11/15/10,11/17/10,,46,47,7
Barack Obama,11/14/10,11/16/10,,48,45,7
Barack Obama,11/13/10,11/15/10,,48,45,7
Barack Obama,11/12/10,11/14/10,,45,47,8
Barack Obama,11/11/10,11/13/10,,43,49,8
Barack Obama,11/10/10,11/12/10,,42,49,9
Barack Obama,11/9/10,11/11/10,,43,49,8
Barack Obama,11/8/10,11/10/10,,44,48,8
Barack Obama,11/7/10,11/9/10,,44,48,8
Barack Obama,11/6/10,11/8/10,,46,46,8
Barack Obama,11/5/10,11/7/10,,47,46,7
Barack Obama,11/4/10,11/6/10,,47,45,8
Barack Obama,11/3/10,11/5/10,,45,47,8
Barack Obama,11/2/10,11/4/10,,44,48,8
Barack Obama,11/1/10,11/3/10,,44,49,7
Barack Obama,10/31/10,11/2/10,,43,49,8
Barack Obama,10/30/10,11/1/10,,44,48,8
Barack Obama,10/29/10,10/31/10,,45,47,8
Barack Obama,10/28/10,10/30/10,,47,47,6
Barack Obama,10/27/10,10/29/10,,46,48,6
Barack Obama,10/26/10,10/28/10,,46,48,6
Barack Obama,10/25/10,10/27/10,,44,49,7
Barack Obama,10/24/10,10/26/10,,44,48,8
Barack Obama,10/23/10,10/25/10,,43,49,8
Barack Obama,10/22/10,10/24/10,,43,48,9
Barack Obama,10/21/10,10/23/10,,41,50,9
Barack Obama,10/20/10,10/22/10,,43,48,9
Barack Obama,10/19/10,10/21/10,,42,50,8
Barack Obama,10/18/10,10/20/10,,46,46,8
Barack Obama,10/17/10,10/19/10,,46,46,8
Barack Obama,10/16/10,10/18/10,,48,44,8
Barack Obama,10/15/10,10/17/10,,46,46,8
Barack Obama,10/14/10,10/16/10,,44,48,8
Barack Obama,10/13/10,10/15/10,,43,48,9
Barack Obama,10/12/10,10/14/10,,44,48,8
Barack Obama,10/11/10,10/13/10,,45,47,8
Barack Obama,10/10/10,10/12/10,,45,48,7
Barack Obama,10/9/10,10/11/10,,46,47,7
Barack Obama,10/8/10,10/10/10,,46,48,6
Barack Obama,10/6/10,10/9/10,,48,46,6
Barack Obama,10/5/10,10/8/10,,47,46,7
Barack Obama,10/4/10,10/6/10,,46,48,6
Barack Obama,10/3/10,10/5/10,,43,50,7
Barack Obama,10/2/10,10/4/10,,45,48,7
Barack Obama,10/1/10,10/3/10,,46,48,6
Barack Obama,9/30/10,10/2/10,,46,46,8
Barack Obama,9/29/10,10/1/10,,46,46,8
Barack Obama,9/28/10,9/30/10,,46,46,8
Barack Obama,9/27/10,9/29/10,,47,47,6
Barack Obama,9/26/10,9/28/10,,45,49,6
Barack Obama,9/25/10,9/27/10,,45,49,6
Barack Obama,9/24/10,9/26/10,,44,49,7
Barack Obama,9/23/10,9/25/10,,44,49,7
Barack Obama,9/22/10,9/24/10,,44,48,8
Barack Obama,9/21/10,9/23/10,,44,48,8
Barack Obama,9/20/10,9/22/10,,44,47,9
Barack Obama,9/19/10,9/21/10,,43,48,9
Barack Obama,9/18/10,9/20/10,,45,46,9
Barack Obama,9/17/10,9/19/10,,47,46,7
Barack Obama,9/16/10,9/18/10,,47,46,7
Barack Obama,9/15/10,9/17/10,,45,49,6
Barack Obama,9/14/10,9/16/10,,45,48,7
Barack Obama,9/13/10,9/15/10,,45,48,7
Barack Obama,9/12/10,9/14/10,,46,47,7
Barack Obama,9/11/10,9/13/10,,47,46,7
Barack Obama,9/10/10,9/12/10,,46,46,8
Barack Obama,9/9/10,9/11/10,,46,46,8
Barack Obama,9/8/10,9/10/10,,44,48,8
Barack Obama,9/7/10,9/9/10,,45,47,8
Barack Obama,9/6/10,9/8/10,,46,46,8
Barack Obama,9/5/10,9/7/10,,45,47,8
Barack Obama,9/4/10,9/6/10,,46,47,7
Barack Obama,9/3/10,9/5/10,,44,49,7
Barack Obama,9/2/10,9/4/10,,45,48,7
Barack Obama,9/1/10,9/3/10,,43,49,8
Barack Obama,8/31/10,9/2/10,,46,46,8
Barack Obama,8/30/10,9/1/10,,46,45,9
Barack Obama,8/29/10,8/31/10,,47,45,8
Barack Obama,8/28/10,8/30/10,,45,47,8
Barack Obama,8/27/10,8/29/10,,43,49,8
Barack Obama,8/26/10,8/28/10,,43,49,8
Barack Obama,8/25/10,8/27/10,,44,48,8
Barack Obama,8/24/10,8/26/10,,44,49,7
Barack Obama,8/23/10,8/25/10,,43,50,7
Barack Obama,8/22/10,8/24/10,,42,51,7
Barack Obama,8/21/10,8/23/10,,45,50,5
Barack Obama,8/20/10,8/22/10,,44,49,7
Barack Obama,8/19/10,8/21/10,,44,49,7
Barack Obama,8/18/10,8/20/10,,43,50,7
Barack Obama,8/17/10,8/19/10,,42,51,7
Barack Obama,8/16/10,8/18/10,,41,52,7
Barack Obama,8/15/10,8/17/10,,41,52,7
Barack Obama,8/14/10,8/16/10,,42,51,7
Barack Obama,8/13/10,8/15/10,,42,50,8
Barack Obama,8/12/10,8/14/10,,42,49,9
Barack Obama,8/11/10,8/13/10,,43,48,9
Barack Obama,8/10/10,8/12/10,,44,48,8
Barack Obama,8/9/10,8/11/10,,46,47,7
Barack Obama,8/8/10,8/10/10,,45,48,7
Barack Obama,8/7/10,8/9/10,,46,47,7
Barack Obama,8/6/10,8/8/10,,45,48,7
Barack Obama,8/5/10,8/7/10,,47,46,7
Barack Obama,8/4/10,8/6/10,,46,47,7
Barack Obama,8/3/10,8/5/10,,45,49,6
Barack Obama,8/2/10,8/4/10,,45,48,7
Barack Obama,8/1/10,8/3/10,,44,48,8
Barack Obama,7/31/10,8/2/10,,45,46,9
Barack Obama,7/30/10,8/1/10,,45,47,8
Barack Obama,7/29/10,7/31/10,,44,47,9
Barack Obama,7/28/10,7/30/10,,46,47,7
Barack Obama,7/27/10,7/29/10,,45,47,8
Barack Obama,7/26/10,7/28/10,,46,47,7
Barack Obama,7/25/10,7/27/10,,45,49,6
Barack Obama,7/24/10,7/26/10,,45,48,7
Barack Obama,7/23/10,7/25/10,,46,47,7
Barack Obama,7/22/10,7/24/10,,44,47,9
Barack Obama,7/21/10,7/23/10,,44,47,9
Barack Obama,7/20/10,7/22/10,,44,48,8
Barack Obama,7/19/10,7/21/10,,46,46,8
Barack Obama,7/18/10,7/20/10,,46,47,7
Barack Obama,7/17/10,7/19/10,,47,45,8
Barack Obama,7/16/10,7/18/10,,48,44,8
Barack Obama,7/15/10,7/17/10,,49,44,7
Barack Obama,7/14/10,7/16/10,,47,45,8
Barack Obama,7/13/10,7/15/10,,44,48,8
Barack Obama,7/12/10,7/14/10,,44,48,8
Barack Obama,7/11/10,7/13/10,,45,47,8
Barack Obama,7/10/10,7/12/10,,48,45,7
Barack Obama,7/9/10,7/11/10,,47,46,7
Barack Obama,7/8/10,7/10/10,,47,46,7
Barack Obama,7/7/10,7/9/10,,46,47,7
Barack Obama,7/6/10,7/8/10,,45,48,7
Barack Obama,7/5/10,7/7/10,,44,48,8
Barack Obama,7/3/10,7/6/10,,44,46,10
Barack Obama,7/2/10,7/5/10,,44,46,10
Barack Obama,7/1/10,7/3/10,,46,45,9
Barack Obama,6/30/10,7/2/10,,47,46,7
Barack Obama,6/29/10,7/1/10,,49,44,7
Barack Obama,6/28/10,6/30/10,,47,45,8
Barack Obama,6/27/10,6/29/10,,46,45,9
Barack Obama,6/26/10,6/28/10,,46,45,9
Barack Obama,6/25/10,6/27/10,,46,46,8
Barack Obama,6/24/10,6/26/10,,45,46,9
Barack Obama,6/23/10,6/25/10,,46,46,8
Barack Obama,6/22/10,6/24/10,,45,45,10
Barack Obama,6/21/10,6/23/10,,45,46,9
Barack Obama,6/20/10,6/22/10,,45,46,9
Barack Obama,6/19/10,6/21/10,,48,45,7
Barack Obama,6/18/10,6/20/10,,49,44,7
Barack Obama,6/17/10,6/19/10,,48,45,7
Barack Obama,6/16/10,6/18/10,,45,46,9
Barack Obama,6/15/10,6/17/10,,45,46,9
Barack Obama,6/14/10,6/16/10,,46,44,10
Barack Obama,6/13/10,6/15/10,,49,43,8
Barack Obama,6/12/10,6/14/10,,49,44,7
Barack Obama,6/11/10,6/13/10,,48,45,7
Barack Obama,6/10/10,6/12/10,,46,46,8
Barack Obama,6/9/10,6/11/10,,44,48,8
Barack Obama,6/8/10,6/10/10,,45,48,7
Barack Obama,6/7/10,6/9/10,,44,48,8
Barack Obama,6/6/10,6/8/10,,47,45,8
Barack Obama,6/5/10,6/7/10,,45,46,9
Barack Obama,6/4/10,6/6/10,,47,44,9
Barack Obama,6/3/10,6/5/10,,45,47,8
Barack Obama,6/2/10,6/4/10,,46,47,7
Barack Obama,6/1/10,6/3/10,,48,45,7
Barack Obama,5/30/10,6/2/10,,49,45,6
Barack Obama,5/29/10,6/1/10,,50,44,6
Barack Obama,5/28/10,5/30/10,,47,46,7
Barack Obama,5/27/10,5/29/10,,46,45,9
Barack Obama,5/26/10,5/28/10,,45,47,8
Barack Obama,5/25/10,5/27/10,,45,47,8
Barack Obama,5/24/10,5/26/10,,46,47,7
Barack Obama,5/23/10,5/25/10,,47,45,8
Barack Obama,5/22/10,5/24/10,,48,44,8
Barack Obama,5/21/10,5/23/10,,48,45,7
Barack Obama,5/19/10,5/22/10,,48,45,7
Barack Obama,5/18/10,5/20/10,,49,45,6
Barack Obama,5/17/10,5/19/10,,48,44,8
Barack Obama,5/16/10,5/18/10,,49,45,6
Barack Obama,5/15/10,5/17/10,,46,46,8
Barack Obama,5/14/10,5/16/10,,47,46,7
Barack Obama,5/13/10,5/15/10,,48,44,8
Barack Obama,5/12/10,5/14/10,,51,42,7
Barack Obama,5/11/10,5/13/10,,52,41,7
Barack Obama,5/10/10,5/12/10,,51,42,7
Barack Obama,5/9/10,5/11/10,,49,43,8
Barack Obama,5/8/10,5/10/10,,51,42,7
Barack Obama,5/7/10,5/9/10,,50,43,7
Barack Obama,5/6/10,5/8/10,,50,43,7
Barack Obama,5/5/10,5/7/10,,49,43,8
Barack Obama,5/4/10,5/6/10,,48,43,9
Barack Obama,5/3/10,5/5/10,,50,42,8
Barack Obama,5/2/10,5/4/10,,50,43,7
Barack Obama,5/1/10,5/3/10,,50,45,5
Barack Obama,4/30/10,5/2/10,,47,47,6
Barack Obama,4/29/10,5/1/10,,47,46,7
Barack Obama,4/28/10,4/30/10,,49,44,7
Barack Obama,4/27/10,4/29/10,,49,45,6
Barack Obama,4/25/10,4/27/10,,49,44,7
Barack Obama,4/24/10,4/26/10,,51,42,7
Barack Obama,4/23/10,4/25/10,,51,42,7
Barack Obama,4/22/10,4/24/10,,50,43,7
Barack Obama,4/21/10,4/23/10,,49,42,9
Barack Obama,4/20/10,4/22/10,,50,42,8
Barack Obama,4/19/10,4/21/10,,49,43,8
Barack Obama,4/18/10,4/20/10,,49,45,6
Barack Obama,4/17/10,4/19/10,,49,45,6
Barack Obama,4/16/10,4/18/10,,48,46,6
Barack Obama,4/15/10,4/17/10,,47,46,7
Barack Obama,4/14/10,4/16/10,,46,46,8
Barack Obama,4/13/10,4/15/10,,49,44,7
Barack Obama,4/12/10,4/14/10,,49,45,6
Barack Obama,4/11/10,4/13/10,,49,45,6
Barack Obama,4/10/10,4/12/10,,46,46,8
Barack Obama,4/9/10,4/11/10,,45,48,7
Barack Obama,4/8/10,4/10/10,,45,48,7
Barack Obama,4/7/10,4/9/10,,47,48,5
Barack Obama,4/6/10,4/8/10,,49,46,5
Barack Obama,4/5/10,4/7/10,,49,46,5
Barack Obama,4/3/10,4/6/10,,50,45,5
Barack Obama,4/2/10,4/5/10,,49,46,5
Barack Obama,4/1/10,4/3/10,,48,46,6
Barack Obama,3/31/10,4/2/10,,48,45,7
Barack Obama,3/30/10,4/1/10,,50,43,7
Barack Obama,3/29/10,3/31/10,,50,42,8
Barack Obama,3/28/10,3/30/10,,50,43,7
Barack Obama,3/27/10,3/29/10,,48,44,8
Barack Obama,3/26/10,3/28/10,,48,46,6
Barack Obama,3/25/10,3/27/10,,46,46,8
Barack Obama,3/24/10,3/26/10,,48,45,7
Barack Obama,3/23/10,3/25/10,,50,44,6
Barack Obama,3/22/10,3/24/10,,51,42,7
Barack Obama,3/21/10,3/23/10,,50,44,6
Barack Obama,3/20/10,3/22/10,,51,43,6
Barack Obama,3/18/10,3/21/10,,50,43,7
Barack Obama,3/17/10,3/20/10,,50,43,7
Barack Obama,3/16/10,3/18/10,,47,47,6
Barack Obama,3/15/10,3/17/10,,46,48,6
Barack Obama,3/14/10,3/16/10,,46,47,7
Barack Obama,3/13/10,3/15/10,,48,44,8
Barack Obama,3/12/10,3/14/10,,49,44,7
Barack Obama,3/11/10,3/13/10,,49,44,7
Barack Obama,3/10/10,3/12/10,,47,44,9
Barack Obama,3/9/10,3/11/10,,46,45,9
Barack Obama,3/8/10,3/10/10,,46,45,9
Barack Obama,3/7/10,3/9/10,,48,44,8
Barack Obama,3/6/10,3/8/10,,49,43,8
Barack Obama,3/5/10,3/7/10,,49,44,7
Barack Obama,3/4/10,3/6/10,,48,46,6
Barack Obama,3/3/10,3/5/10,,47,46,7
Barack Obama,3/2/10,3/4/10,,50,44,6
Barack Obama,3/1/10,3/3/10,,50,43,7
Barack Obama,2/28/10,3/2/10,,52,41,7
Barack Obama,2/27/10,3/1/10,,50,43,7
Barack Obama,2/26/10,2/28/10,,50,44,6
Barack Obama,2/25/10,2/27/10,,50,45,5
Barack Obama,2/24/10,2/26/10,,49,45,6
Barack Obama,2/23/10,2/25/10,,50,42,8
Barack Obama,2/22/10,2/24/10,,50,42,8
Barack Obama,2/21/10,2/23/10,,51,43,6
Barack Obama,2/20/10,2/22/10,,51,43,6
Barack Obama,2/19/10,2/21/10,,49,43,8
Barack Obama,2/18/10,2/20/10,,48,45,7
Barack Obama,2/17/10,2/19/10,,48,45,7
Barack Obama,2/16/10,2/18/10,,48,44,8
Barack Obama,2/15/10,2/17/10,,51,41,8
Barack Obama,2/14/10,2/16/10,,50,41,9
Barack Obama,2/13/10,2/15/10,,52,41,7
Barack Obama,2/12/10,2/14/10,,53,40,7
Barack Obama,2/11/10,2/13/10,,53,40,7
Barack Obama,2/10/10,2/12/10,,52,41,7
Barack Obama,2/9/10,2/11/10,,51,42,7
Barack Obama,2/8/10,2/10/10,,50,43,7
Barack Obama,2/7/10,2/9/10,,51,41,8
Barack Obama,2/6/10,2/8/10,,50,41,9
Barack Obama,2/5/10,2/7/10,,51,41,8
Barack Obama,2/4/10,2/6/10,,49,44,7
Barack Obama,2/3/10,2/5/10,,50,43,7
Barack Obama,2/2/10,2/4/10,,49,44,7
Barack Obama,2/1/10,2/3/10,,50,44,6
Barack Obama,1/31/10,2/2/10,,51,42,7
Barack Obama,1/30/10,2/1/10,,51,42,7
Barack Obama,1/29/10,1/31/10,,50,44,6
Barack Obama,1/28/10,1/30/10,,48,46,6
Barack Obama,1/27/10,1/29/10,,47,47,6
Barack Obama,1/26/10,1/28/10,,48,45,7
Barack Obama,1/25/10,1/27/10,,47,46,7
Barack Obama,1/24/10,1/26/10,,48,46,6
Barack Obama,1/23/10,1/25/10,,48,47,5
Barack Obama,1/22/10,1/24/10,,48,47,5
Barack Obama,1/21/10,1/23/10,,48,47,5
Barack Obama,1/20/10,1/22/10,,47,47,6
Barack Obama,1/19/10,1/21/10,,49,45,6
Barack Obama,1/18/10,1/20/10,,49,44,7
Barack Obama,1/17/10,1/19/10,,50,43,7
Barack Obama,1/16/10,1/18/10,,50,43,7
Barack Obama,1/15/10,1/17/10,,50,43,7
Barack Obama,1/14/10,1/16/10,,50,42,8
Barack Obama,1/13/10,1/15/10,,49,44,7
Barack Obama,1/12/10,1/14/10,,49,45,6
Barack Obama,1/11/10,1/13/10,,50,43,7
Barack Obama,1/10/10,1/12/10,,50,42,8
Barack Obama,1/9/10,1/11/10,,50,42,8
Barack Obama,1/8/10,1/10/10,,49,44,7
Barack Obama,1/7/10,1/9/10,,50,43,7
Barack Obama,1/6/10,1/8/10,,52,41,7
Barack Obama,1/5/10,1/7/10,,52,41,7
Barack Obama,1/4/10,1/6/10,,52,42,6
Barack Obama,1/3/10,1/5/10,,51,44,5
Barack Obama,1/2/10,1/4/10,,50,44,6
Barack Obama,12/30/09,1/3/10,,49,44,7
Barack Obama,12/29/09,1/2/10,,51,43,7
Barack Obama,12/28/09,12/30/09,,51,42,7
Barack Obama,12/27/09,12/29/09,,53,41,6
Barack Obama,12/23/09,12/28/09,,52,41,7
Barack Obama,12/22/09,12/27/09,,51,43,6
Barack Obama,12/21/09,12/23/09,,51,42,7
Barack Obama,12/20/09,12/22/09,,50,44,6
Barack Obama,12/19/09,12/21/09,,51,43,6
Barack Obama,12/18/09,12/20/09,,49,46,5
Barack Obama,12/17/09,12/19/09,,50,44,6
Barack Obama,12/16/09,12/18/09,,50,43,7
Barack Obama,12/15/09,12/17/09,,52,40,8
Barack Obama,12/14/09,12/16/09,,51,41,8
Barack Obama,12/13/09,12/15/09,,49,41,10
Barack Obama,12/12/09,12/14/09,,48,42,10
Barack Obama,12/11/09,12/13/09,,48,42,10
Barack Obama,12/10/09,12/12/09,,48,43,9
Barack Obama,12/7/09,12/11/09,,50,44,6
Barack Obama,12/6/09,12/10/09,,50,44,6
Barack Obama,12/5/09,12/7/09,,50,45,5
Barack Obama,12/4/09,12/6/09,,47,46,7
Barack Obama,12/3/09,12/5/09,,49,44,7
Barack Obama,12/2/09,12/4/09,,52,41,7
Barack Obama,12/1/09,12/3/09,,52,41,7
Barack Obama,11/30/09,12/2/09,,51,42,7
Barack Obama,11/29/09,12/1/09,,49,44,7
Barack Obama,11/28/09,11/30/09,,51,42,7
Barack Obama,11/27/09,11/29/09,,51,41,8
Barack Obama,11/25/09,11/28/09,,51,41,8
Barack Obama,11/24/09,11/27/09,,49,42,9
Barack Obama,11/23/09,11/25/09,,49,44,7
Barack Obama,11/22/09,11/24/09,,49,44,7
Barack Obama,11/21/09,11/23/09,,49,44,7
Barack Obama,11/20/09,11/22/09,,49,44,7
Barack Obama,11/19/09,11/21/09,,48,44,8
Barack Obama,11/18/09,11/20/09,,49,44,7
Barack Obama,11/17/09,11/19/09,,49,44,7
Barack Obama,11/16/09,11/18/09,,50,44,6
Barack Obama,11/15/09,11/17/09,,50,42,8
Barack Obama,11/14/09,11/16/09,,50,42,8
Barack Obama,11/13/09,11/15/09,,53,38,9
Barack Obama,11/12/09,11/14/09,,53,39,8
Barack Obama,11/11/09,11/13/09,,54,38,8
Barack Obama,11/10/09,11/12/09,,52,41,7
Barack Obama,11/9/09,11/11/09,,53,41,6
Barack Obama,11/8/09,11/10/09,,51,42,7
Barack Obama,11/7/09,11/9/09,,54,39,7
Barack Obama,11/6/09,11/8/09,,53,41,6
Barack Obama,11/5/09,11/7/09,,54,41,5
Barack Obama,11/4/09,11/6/09,,52,42,6
Barack Obama,11/3/09,11/5/09,,52,42,6
Barack Obama,11/2/09,11/4/09,,52,42,6
Barack Obama,11/1/09,11/3/09,,50,43,7
Barack Obama,10/31/09,11/2/09,,50,41,9
Barack Obama,10/30/09,11/1/09,,53,39,8
Barack Obama,10/29/09,10/31/09,,55,38,7
Barack Obama,10/28/09,10/30/09,,55,40,5
Barack Obama,10/27/09,10/29/09,,53,40,7
Barack Obama,10/26/09,10/28/09,,51,43,6
Barack Obama,10/25/09,10/27/09,,51,42,7
Barack Obama,10/24/09,10/26/09,,51,41,8
Barack Obama,10/23/09,10/25/09,,52,38,10
Barack Obama,10/22/09,10/24/09,,55,38,7
Barack Obama,10/21/09,10/23/09,,54,38,8
Barack Obama,10/20/09,10/22/09,,54,39,7
Barack Obama,10/19/09,10/21/09,,51,41,8
Barack Obama,10/18/09,10/20/09,,50,42,8
Barack Obama,10/17/09,10/19/09,,50,43,7
Barack Obama,10/16/09,10/18/09,,51,42,7
Barack Obama,10/15/09,10/17/09,,53,41,6
Barack Obama,10/14/09,10/16/09,,54,40,6
Barack Obama,10/13/09,10/15/09,,52,42,6
Barack Obama,10/12/09,10/14/09,,53,40,7
Barack Obama,10/11/09,10/13/09,,52,39,9
Barack Obama,10/10/09,10/12/09,,56,36,8
Barack Obama,10/9/09,10/11/09,,56,36,8
Barack Obama,10/8/09,10/10/09,,56,37,7
Barack Obama,10/7/09,10/9/09,,54,38,8
Barack Obama,10/6/09,10/8/09,,53,40,7
Barack Obama,10/5/09,10/7/09,,53,40,7
Barack Obama,10/4/09,10/6/09,,51,42,7
Barack Obama,10/3/09,10/5/09,,50,43,7
Barack Obama,10/2/09,10/4/09,,51,42,7
Barack Obama,10/1/09,10/3/09,,52,41,7
Barack Obama,9/30/09,10/2/09,,53,40,7
Barack Obama,9/29/09,10/1/09,,54,38,8
Barack Obama,9/28/09,9/30/09,,54,38,8
Barack Obama,9/27/09,9/29/09,,53,38,9
Barack Obama,9/26/09,9/28/09,,52,39,9
Barack Obama,9/25/09,9/27/09,,51,40,9
Barack Obama,9/24/09,9/26/09,,51,41,8
Barack Obama,9/23/09,9/25/09,,52,41,7
Barack Obama,9/22/09,9/24/09,,50,42,8
Barack Obama,9/21/09,9/23/09,,51,42,7
Barack Obama,9/20/09,9/22/09,,51,41,8
Barack Obama,9/19/09,9/21/09,,53,39,8
Barack Obama,9/18/09,9/20/09,,53,40,7
Barack Obama,9/17/09,9/19/09,,52,42,6
Barack Obama,9/15/09,9/18/09,,52,42,6
Barack Obama,9/14/09,9/17/09,,51,42,7
Barack Obama,9/13/09,9/15/09,,51,41,8
Barack Obama,9/12/09,9/14/09,,52,41,7
Barack Obama,9/11/09,9/13/09,,53,40,7
Barack Obama,9/10/09,9/12/09,,53,40,7
Barack Obama,9/9/09,9/11/09,,52,41,7
Barack Obama,9/8/09,9/10/09,,51,42,7
Barack Obama,9/6/09,9/9/09,,51,42,7
Barack Obama,9/5/09,9/8/09,,51,41,8
Barack Obama,9/4/09,9/6/09,,51,41,8
Barack Obama,9/3/09,9/5/09,,52,41,7
Barack Obama,9/2/09,9/4/09,,53,40,7
Barack Obama,9/1/09,9/3/09,,55,38,7
Barack Obama,8/31/09,9/2/09,,55,39,6
Barack Obama,8/30/09,9/1/09,,54,40,6
Barack Obama,8/29/09,8/31/09,,52,42,6
Barack Obama,8/28/09,8/30/09,,51,42,7
Barack Obama,8/27/09,8/29/09,,50,42,8
Barack Obama,8/26/09,8/28/09,,50,42,8
Barack Obama,8/25/09,8/27/09,,50,43,7
Barack Obama,8/24/09,8/26/09,,50,43,7
Barack Obama,8/23/09,8/25/09,,51,44,5
Barack Obama,8/22/09,8/24/09,,51,42,7
Barack Obama,8/21/09,8/23/09,,52,40,8
Barack Obama,8/20/09,8/22/09,,54,38,8
Barack Obama,8/19/09,8/21/09,,53,40,7
Barack Obama,8/18/09,8/20/09,,53,40,7
Barack Obama,8/17/09,8/19/09,,51,42,7
Barack Obama,8/16/09,8/18/09,,51,41,8
Barack Obama,8/15/09,8/17/09,,52,42,6
Barack Obama,8/14/09,8/16/09,,53,40,7
Barack Obama,8/13/09,8/15/09,,54,39,7
Barack Obama,8/12/09,8/14/09,,55,37,8
Barack Obama,8/11/09,8/13/09,,54,39,7
Barack Obama,8/10/09,8/12/09,,53,40,7
Barack Obama,8/9/09,8/11/09,,53,40,7
Barack Obama,8/8/09,8/10/09,,54,40,6
Barack Obama,8/7/09,8/9/09,,55,38,7
Barack Obama,8/6/09,8/8/09,,55,38,7
Barack Obama,8/5/09,8/7/09,,58,36,6
Barack Obama,8/4/09,8/6/09,,58,36,6
Barack Obama,8/3/09,8/5/09,,56,37,7
